#time	operator	index	value
43.2	Y	23	-0.00987051171348893
43.2	Z	23	-0.000693484017664425

43.25	X	1	-0.0930099680943368
43.25	Y	1	-0.0211917120500868
43.25	Z	1	0.0173825750481562
43.25	X	3	-0.0493816647543233
43.25	Y	3	0.0270905434251114
43.25	Z	3	0.00500738168584561
43.25	X	5	0.0425289618207662
43.25	Y	5	0.117488971557035
43.25	Z	5	-0.0213453779225486
43.25	X	7	-0.0514180580053749
43.25	Y	7	0.00326587879411464
43.25	Z	7	0.0262919883091887
43.25	X	9	-0.151362409336379
43.25	Y	9	-0.167052171782745
43.25	Z	9	0.02565482670318
43.25	X	11	-0.0418175371972218
43.25	Y	11	0.015551666702007
43.25	Z	11	-0.0683645608581076
43.25	X	13	-0.0486756443495379
43.25	Y	13	0.00398526211364793
43.25	Z	13	0.0108946414237764
43.25	X	15	-0.039396429376011
43.25	Y	15	-0.00414777608678664
43.25	Z	15	0.0113728194323853
43.25	X	17	-0.0385362524689579
43.25	Y	17	-0.00838978824546701
43.25	Z	17	0.0132725017733089
43.25	X	19	-0.00967901907233182
43.25	Y	19	0.00911613054438224
43.25	Z	19	0.00591444587146638
43.25	X	21	-0.0471857664405866
43.25	Y	21	0.032774438508962
43.25	Z	21	0.00638182514269849
43.25	X	23	-0.0335459764758108
43.25	Y	23	-0.00878477947396088
43.25	Z	23	-0.000374965119929373

43.3	X	1	-0.0890373809973385
43.3	Y	1	-0.0180154373061508
43.3	Z	1	0.0176996185169642
43.3	X	3	-0.0461930718183405
43.3	Y	3	0.0259997464501958
43.3	Z	3	0.00529502112277974
43.3	X	5	0.0476056572587508
43.3	Y	5	0.112097893105629
43.3	Z	5	-0.0211228702674012
43.3	X	7	-0.0483950826070872
43.3	Y	7	0.00436023367948528
43.3	Z	7	0.0264870358199607
43.3	X	9	-0.155910484679834
43.3	Y	9	-0.153900473561938
43.3	Z	9	0.0261407410233566
43.3	X	11	-0.0394681885015269
43.3	Y	11	0.0152147669161347
43.3	Z	11	-0.0680553710771797
43.3	X	13	-0.0460151581060032
43.3	Y	13	0.00385867234301393
43.3	Z	13	0.0111188875435391
43.3	X	15	-0.0370711630655542
43.3	Y	15	-0.0020159223818916
43.3	Z	15	0.0120007056967898
43.3	X	17	-0.0363757417734016
43.3	Y	17	-0.0072915397514167
43.3	Z	17	0.0135578410533629
43.3	X	19	-0.00900131855792505
43.3	Y	19	0.00882944420920875
43.3	Z	19	0.00622006127375656
43.3	X	21	-0.0444390291706071
43.3	Y	21	0.0319750995501244
43.3	Z	21	0.00675820155299819
43.3	X	23	-0.0321419142810356
43.3	Y	23	-0.0077635818156218
43.3	Z	23	-5.65476105257713e-05

43.35	X	1	-0.0850594162792487
43.35	Y	1	-0.015049743008705
43.35	Z	1	0.0180165597683949
43.35	X	3	-0.0431259583142538
43.35	Y	3	0.024860260727029
43.35	Z	3	0.00558257456753338
43.35	X	5	0.0521079218687432
43.35	Y	5	0.106304950534077
43.35	Z	5	-0.0209004105148535
43.35	X	7	-0.0454241178676825
43.35	Y	7	0.00532389867488848
43.35	Z	7	0.0266820441783944
43.35	X	9	-0.15916261856342
43.35	Y	9	-0.140502930627102
43.35	Z	9	0.0266264129578989
43.35	X	11	-0.0371922432575437
43.35	Y	11	0.0148285796782797
43.35	Z	11	-0.0677462705784084
43.35	X	13	-0.04341791123348
43.35	Y	13	0.00370802801860803
43.35	Z	13	0.0113430835691324
43.35	X	15	-0.0347170308008838
43.35	Y	15	-9.8721374808918e-05
43.35	Z	15	0.0126281928449393
43.35	X	17	-0.0342507132882996
43.35	Y	17	-0.00628028507606093
43.35	Z	17	0.0138430976154346
43.35	X	19	-0.00835279515704855
43.35	Y	19	0.0085288242918097
43.35	Z	19	0.00652558291253491
43.35	X	21	-0.0417825695594821
43.35	Y	21	0.0311232128199506
43.35	Z	21	0.00713443544049241
43.35	X	23	-0.0307449539069751
43.35	Y	23	-0.00680587211081695
43.35	Z	23	0.000261768547600405

43.4	X	1	-0.0810860456339925
43.4	Y	1	-0.0122918619946645
43.4	Z	1	0.0183333986029307
43.4	X	3	-0.0401807748398567
43.4	Y	3	0.0236784333460614
43.4	Z	3	0.00587004769908336
43.4	X	5	0.0560062736173025
43.4	Y	5	0.100180841433832
43.4	Z	5	-0.0206779997127748
43.4	X	7	-0.0425104123303018
43.4	Y	7	0.0061605596377604
43.4	Z	7	0.0268770134400681
43.4	X	9	-0.161122674799194
43.4	Y	9	-0.127003433689708
43.4	Z	9	0.0271118426244205
43.4	X	11	-0.0349906173430938
43.4	Y	11	0.0143971585191111
43.4	Z	11	-0.067437259443055
43.4	X	13	-0.0408850084005506
43.4	Y	13	0.0035352435240417
43.4	Z	13	0.011567227968193
43.4	X	15	-0.0323490217103216
43.4	Y	15	0.00160691347544962
43.4	Z	15	0.0132552817636886
43.4	X	17	-0.0321643428122321
43.4	Y	17	-0.00535353072544984
43.4	Z	17	0.0141282718296159
43.4	X	19	-0.00773355862516712
43.4	Y	19	0.00821595901593296
43.4	Z	19	0.00683101040316158
43.4	X	21	-0.0392172335809983
43.4	Y	21	0.030223278328052
43.4	Z	21	0.00751052674441987
43.4	X	23	-0.0293575901837293
43.4	Y	23	-0.00591051196710969
43.4	Z	23	0.000579983383614486

43.45	X	1	-0.0771270346571196
43.45	Y	1	-0.00973861628668274
43.45	Z	1	0.0186501352865198
43.45	X	3	-0.0373576814661321
43.45	Y	3	0.0224605909721886
43.45	Z	3	0.00615743775176845
43.45	X	5	0.0592798684993492
43.45	Y	5	0.0937979088135366
43.45	Z	5	-0.0204556374521813
43.45	X	7	-0.0396590337960589
43.45	Y	7	0.00687410252656157
43.45	Z	7	0.0270719437612196
43.45	X	9	-0.161810543036101
43.45	Y	9	-0.113542339848342
43.45	Z	9	0.0275970303185983
43.45	X	11	-0.0328640427585187
43.45	Y	11	0.0139245682146024
43.45	Z	11	-0.0671283380276117
43.45	X	13	-0.0384174871988485
43.45	Y	13	0.00334225763279859
43.45	Z	13	0.0117913215991703
43.45	X	15	-0.0299817369486763
43.45	Y	15	0.00310501932680207
43.45	Z	15	0.0138819724616174
43.45	X	17	-0.0301196920668518
43.45	Y	17	-0.00450867284512694
43.45	Z	17	0.0144133636384645
43.45	X	19	-0.00714363238033813
43.45	Y	19	0.00789252233562026
43.45	Z	19	0.00713634402283484
43.45	X	21	-0.0367436760697852
43.45	Y	21	0.0292797995336648
43.45	Z	21	0.00788647561091622
43.45	X	23	-0.0279822473242129
43.45	Y	23	-0.00507626547060004
43.45	Z	23	0.000898096935397858

43.5	X	1	-0.0731919376431195
43.5	Y	1	-0.00738637044976669
43.5	Z	1	0.0189667697943294
43.5	X	3	-0.0346565524197099
43.5	Y	3	0.0212130231252796
43.5	Z	3	0.00644474616203353
43.5	X	5	0.0619165139251826
43.5	Y	5	0.0872291210747758
43.5	Z	5	-0.0202333226621687
43.5	X	7	-0.0368748610259275
43.5	Y	7	0.00746860792699261
43.5	Z	7	0.0272668351206403
43.5	X	9	-0.161261452774724
43.5	Y	9	-0.100254721726831
43.5	Z	9	0.0280819746166447
43.5	X	11	-0.0308130694082267
43.5	Y	11	0.0134148762416942
43.5	Z	11	-0.0668195061872902
43.5	X	13	-0.0360163148836134
43.5	Y	13	0.00313102889542883
43.5	Z	13	0.012015365075583
43.5	X	15	-0.0276293297593048
43.5	Y	15	0.0044005521120801
43.5	Z	15	0.0145082650000921
43.5	X	17	-0.0281197051981612
43.5	Y	17	-0.00374300114861612
43.5	Z	17	0.0146983730665816
