#time	quantity	value
7.7 	tr_rho	1
7.7 	S_2	2.42133118617997
7.7 	OSEE_center	0.16450997204416
7.7 	max_bond_dim	6
7.7 	duration_ms	1152

7.75 	tr_rho	1
7.75 	S_2	2.4226876946174
7.75 	OSEE_center	0.154733464967626
7.75 	max_bond_dim	6
7.75 	duration_ms	1160

7.8 	tr_rho	0.999999999945971
7.8 	S_2	2.42404279729884
7.8 	OSEE_center	0.145166330425788
7.8 	max_bond_dim	10
7.8 	duration_ms	1167

7.85 	tr_rho	1
7.85 	S_2	2.42539661737462
7.85 	OSEE_center	0.135817499668056
7.85 	max_bond_dim	6
7.85 	duration_ms	1175

7.9 	tr_rho	1
7.9 	S_2	2.42674927834505
7.9 	OSEE_center	0.126696253063908
7.9 	max_bond_dim	6
7.9 	duration_ms	1182

7.95 	tr_rho	0.999999999907404
7.95 	S_2	2.42810090331456
7.95 	OSEE_center	0.117812254683887
7.95 	max_bond_dim	11
7.95 	duration_ms	1190

8 	tr_rho	1
8 	S_2	2.42945161514148
8 	OSEE_center	0.109175591918306
8 	max_bond_dim	6
8 	duration_ms	1198

8.05 	tr_rho	1
8.05 	S_2	2.43080153697336
8.05 	OSEE_center	0.100796821008056
8.05 	max_bond_dim	6
8.05 	duration_ms	1206

8.1 	tr_rho	0.999999999867027
8.1 	S_2	2.43215079103925
8.1 	OSEE_center	0.0926870195101346
8.1 	max_bond_dim	10
8.1 	duration_ms	1214

8.15 	tr_rho	1
8.15 	S_2	2.43349949902811
8.15 	OSEE_center	0.0848578468816479
8.15 	max_bond_dim	7
8.15 	duration_ms	1222

8.2 	tr_rho	1
8.2 	S_2	2.43484778287153
8.2 	OSEE_center	0.0773216145315083
8.2 	max_bond_dim	7
8.2 	duration_ms	1230

8.25 	tr_rho	0.999999999822616
8.25 	S_2	2.436195763053
8.25 	OSEE_center	0.0700913668447298
8.25 	max_bond_dim	10
8.25 	duration_ms	1238

8.3 	tr_rho	1
8.3 	S_2	2.43754355922242
8.3 	OSEE_center	0.063180974800098
8.3 	max_bond_dim	6
8.3 	duration_ms	1246

8.35 	tr_rho	1
8.35 	S_2	2.43889129125612
8.35 	OSEE_center	0.056605243821362
8.35 	max_bond_dim	6
8.35 	duration_ms	1254

8.4 	tr_rho	0.999999999813583
8.4 	S_2	2.44023907703538
8.4 	OSEE_center	0.050380037320187
8.4 	max_bond_dim	9
8.4 	duration_ms	1261

8.45 	tr_rho	1
8.45 	S_2	2.44158703340152
8.45 	OSEE_center	0.0445224168247345
8.45 	max_bond_dim	7
8.45 	duration_ms	1270

8.5 	tr_rho	1
8.5 	S_2	2.44293527720204
8.5 	OSEE_center	0.0390507983754769
8.5 	max_bond_dim	7
8.5 	duration_ms	1277

8.55 	tr_rho	0.999999999839277
8.55 	S_2	2.44428392296494
8.55 	OSEE_center	0.0339851227321342
8.55 	max_bond_dim	9
8.55 	duration_ms	1285

8.6 	tr_rho	1
8.6 	S_2	2.44563308398101
8.6 	OSEE_center	0.0293470338659039
8.6 	max_bond_dim	7
8.6 	duration_ms	1293

